pto,0.000211685012701
roh,0.00620942703923
pih,0.00740897544454
rhi,0.00225797346881
nta,0.162503528084
sll,0.0100197572679
lls,0.00522156364663
osi,0.0505221563647
otp,0.0
osa,0.0362686988428
pul,0.00239909681061
aua,0.0138300874965
smo,0.000211685012701
raf,0.000141123341801
syk,0.0137595258256
aui,0.0
tkn,0.0203923228902
tji,0.00204628845611
lkv,0.00331639853232
lra,0.0
ert,0.0436776742873
ryf,0.0
pyh,0.0616709003669
osy,0.0
mpn,0.00296359017782
faj,7.05616709004e-05
ped,0.00317527519052
evh,0.000282246683601
edr,0.000352808354502
pre,0.00141123341801
did,0.000141123341801
reb,0.00289302850692
hyp,0.00183460344341
dep,0.000282246683601
jhy,0.000423370025402
uem,0.000211685012701
nty,0.0548264182896
uee,0.00578605701383
pva,7.05616709004e-05
eso,0.00261078182331
alv,0.0930708439176
mia,0.026178379904
tep,0.000917301721705
nen,0.615156646909
tne,0.0118543607113
nef,0.000282246683601
kuo,0.051016088061
rub,0.00627998871013
nev,0.00769122212814
mum,0.000141123341801
mee,0.0141123341801
yvt,0.0204628845611
amy,0.000141123341801
mem,0.00105842506351
rle,0.000211685012701
lep,0.00825571549534
erl,0.00204628845611
nvo,0.0
vmn,0.0
eko,0.0301298334745
nti,0.0515100197573
aks,0.17633361558
rde,0.000141123341801
akk,0.0332345469941
jav,0.00515100197573
nyj,0.0
dra,0.000282246683601
tat,0.0369743155518
vij,0.00557437200113
pud,0.00254022015241
etb,0.0
hel,0.0218741179791
vir,0.0278718600056
ask,0.0472057578323
ran,0.201594693762
sga,0.000635055038103
ytv,0.00261078182331
lor,0.0
dne,0.00268134349421
kse,0.304685294948
uso,0.000776178379904
mso,0.00204628845611
vol,0.00366920688682
jde,0.0
ehv,0.00141123341801
ooe,0.000987863392605
ndi,0.0
oom,0.00324583686142
upn,7.05616709004e-05
hvy,7.05616709004e-05
oou,0.000211685012701
ven,0.0281541066892
anl,0.00345752187412
iim,0.00917301721705
keg,0.000705616709004
ibh,7.05616709004e-05
vot,0.0107959356478
kll,0.00169348010161
ulj,0.0129833474457
nda,0.0
aa],0.000211685012701
mnp,0.000352808354502
fla,0.0
pvi,7.05616709004e-05
fun,0.00105842506351
kyk,0.00663279706463
vli,0.00698560541914
uai,0.00359864521592
uaa,0.0135478408129
ske,0.0704911092295
kys,0.0263195032458
ryn,0.00127011007621
krj,0.000564493367203
jkt,0.000282246683601
nyr,0.00578605701383
dad,0.00296359017782
hov,0.00289302850692
deh,0.000635055038103
nij,0.000141123341801
ryv,0.000846740050804
vaj,0.00127011007621
lal,0.0184871577759
afl,0.000141123341801
snn,0.00783234546994
tor,0.00712672876094
maa,0.318727067457
fuf,7.05616709004e-05
mai,0.0294947784364
ght,0.000141123341801
dyl,0.000705616709004
lho,0.00119954840531
enh,0.00882020886255
dja,0.00105842506351
tba,7.05616709004e-05
etj,0.00239909681061
itn,0.0438893593
nhe,0.00733841377364
tts,0.000635055038103
ytn,0.0103725656224
ttk,0.0255433248659
hih,0.000352808354502
uay,7.05616709004e-05
itv,0.00486875529213
jif,0.0
enp,0.00959638724245
imi,0.0677392040644
fib,0.000423370025402
soi,0.0327406152978
eok,0.000211685012701
uok,0.0491814846176
nol,0.00232853513971
dil,0.0102314422806
pru,0.0
npe,0.000705616709004
kku,0.0255433248659
kkm,0.000141123341801
sik,0.0685859441152
kke,0.0275190516511
ift,0.0
ahr,0.00127011007621
rvs,0.0
aft,0.00303415184872
meu,0.000705616709004
ifd,0.0
hyh,0.0
ynt,0.0616709003669
ouk,0.0383149872989
npm,0.00268134349421
lad,0.000987863392605
hlo,0.000282246683601
tsn,0.00437482359582
ous,0.0606830369743
gom,0.00112898673441
gus,0.0
rer,7.05616709004e-05
fta,0.00458650860852
